"1993;53;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;16;27;43;70"
"1993;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;25;29;68;71;80"
"1993;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;26;60;61;67;82"
"1993;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;34;64;73;88"
"1993;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;28;33;42;62"
"1993;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;35;37;62;72"
"1993;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;12;22;48;65"
"1993;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;41;49;61;76"
"1993;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;36;52;56;83"
"1993;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;17;33;60;68"
"1993;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;20;21;27;59;67"
"1993;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;74;79;87;90"
"1993;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;32;36;42;51;64"
"1993;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;34;50;78;84"
"1993;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;27;35;39;59"
"1993;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;23;38;46;65"
"1993;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;31;44;52;54;73"
"1993;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;4;39;54;79"
"1993;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;22;65;78;79"
"1993;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;32;54;60;78"
"1993;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;32;49;53;78;86"
"1993;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;46;59;69;82"
"1993;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;33;47;64;71;83"
"1993;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;7;30;58;77"
"1993;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;20;37;39;62;75"
"1993;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;15;18;61;65"
"1993;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;25;28;43;52"
"1993;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;34;37;81;84"
"1993;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;40;77;86;88"
"1993;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;10;38;66;79"
"1993;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;36;39;42;45"
"1993;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;21;30;34;45"
"1993;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;12;26;45;80"
"1993;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;53;69;80;86"
"1993;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;28;42;43;69"
"1993;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;36;42;85;89;90"
"1993;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;29;47;57;62;63"
"1993;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;18;42;43;53"
"1993;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;36;44;47;49;90"
"1993;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;20;47;48;54"
"1993;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;51;72;73;81"
"1993;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;22;32;50;59"
"1993;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;10;18;63;81"
"1993;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;38;68;78;85;90"
"1993;9;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;19;26;28;68"
"1993;8;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;2;5;15;45"
"1993;7;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;8;23;33;48"
"1993;6;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;10;17;24;73"
"1993;5;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;21;29;34;35;43"
"1993;4;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;29;41;51;65;66"
"1993;3;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;53;54;55;57"
"1993;2;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;40;56;64;68;80"
"1993;1;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;25;36;54;66"
